Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Nordeste	Ceara	2024/07	203
Nordeste	Ceara	2024/08	282
Nordeste	Ceara	2024/09	405
Nordeste	Ceara	2024/10	447
Nordeste	Ceara	2024/11	433
Nordeste	Ceara	2024/12	459
Nordeste	Ceara	2024/13	474
Nordeste	Ceara	2024/14	752
Nordeste	Ceara	2024/15	845
Nordeste	Ceara	2024/16	777
Nordeste	Ceara	2024/17	641
Nordeste	Ceara	2024/18	652
Nordeste	Ceara	2024/19	511
Nordeste	Ceara	2024/20	447
Nordeste	Ceara	2024/21	402
Nordeste	Ceara	2024/22	342
Nordeste	Ceara	2024/23	356
Nordeste	Ceara	2024/24	372
Nordeste	Ceara	2024/25	297
Nordeste	Ceara	2024/26	239
Nordeste	Ceara	2024/27	282
Nordeste	Ceara	2024/28	230
Nordeste	Ceara	2024/29	179
Nordeste	Ceara	2024/30	139
Nordeste	Ceara	2024/31	167
Nordeste	Ceara	2024/32	182
Nordeste	Ceara	2024/33	144
Nordeste	Ceara	2024/34	122
Nordeste	Ceara	2024/35	90
Nordeste	Ceara	2024/36	91
Nordeste	Ceara	2024/37	94
Nordeste	Ceara	2024/38	81
Nordeste	Ceara	2024/39	83
Nordeste	Ceara	2024/40	52
Nordeste	Ceara	2024/41	61
Nordeste	Ceara	2024/42	65
Nordeste	Ceara	2024/43	54
Nordeste	Ceara	2024/44	35
Nordeste	Ceara	2024/45	45
Nordeste	Ceara	2024/46	45
Nordeste	Ceara	2024/47	79
Nordeste	Ceara	2024/48	60
Nordeste	Ceara	2024/49	47
Nordeste	Ceara	2024/50	35
Nordeste	Ceara	2024/51	38
Nordeste	Ceara	2024/52	8
Nordeste	Ceara	2025/01	23
Nordeste	Ceara	2025/02	50
Nordeste	Ceara	2025/03	67
Nordeste	Ceara	2025/04	65
Nordeste	Ceara	2025/05	68
Nordeste	Ceara	2025/06	71
Nordeste	Ceara	2025/07	83
Nordeste	Ceara	2025/08	93
Nordeste	Ceara	2025/09	72
Nordeste	Ceara	2025/10	102
Nordeste	Ceara	2025/11	165
Nordeste	Ceara	2025/12	204
Nordeste	Ceara	2025/13	245
Nordeste	Ceara	2025/14	318
Nordeste	Ceara	2025/15	303
Nordeste	Ceara	2025/16	334
Nordeste	Ceara	2025/17	404
Nordeste	Ceara	2025/18	515
Nordeste	Ceara	2025/19	571
Nordeste	Ceara	2025/20	503
Nordeste	Bahia	2024/01	656
Nordeste	Bahia	2024/02	783
Nordeste	Bahia	2024/03	1.015
Nordeste	Bahia	2024/04	1.468
Nordeste	Bahia	2024/05	2.687
Nordeste	Bahia	2024/06	3.902
Nordeste	Bahia	2024/07	5.673
Nordeste	Bahia	2024/08	10.311
Nordeste	Bahia	2024/09	13.992
Nordeste	Bahia	2024/10	15.546
Nordeste	Bahia	2024/11	17.439
Nordeste	Bahia	2024/12	18.612
Nordeste	Bahia	2024/13	16.980
Nordeste	Bahia	2024/14	19.549
Nordeste	Bahia	2024/15	17.721
Nordeste	Bahia	2024/16	15.739
Nordeste	Bahia	2024/17	12.402
Nordeste	Bahia	2024/18	10.913
Nordeste	Bahia	2024/19	9.667
Nordeste	Bahia	2024/20	7.493
Nordeste	Bahia	2024/21	5.749
Nordeste	Bahia	2024/22	3.824
Nordeste	Bahia	2024/23	2.931
Nordeste	Bahia	2024/24	2.227
Nordeste	Bahia	2024/25	1.561
Nordeste	Bahia	2024/26	1.363
Nordeste	Bahia	2024/27	1.262
Nordeste	Bahia	2024/28	1.116
Nordeste	Bahia	2024/29	965
Nordeste	Bahia	2024/30	746
Nordeste	Bahia	2024/31	687
Nordeste	Bahia	2024/32	599
Nordeste	Bahia	2024/33	540
Nordeste	Bahia	2024/34	468
Nordeste	Bahia	2024/35	408
Nordeste	Bahia	2024/36	387
Nordeste	Bahia	2024/37	396
Nordeste	Bahia	2024/38	340
Nordeste	Bahia	2024/39	325
Nordeste	Bahia	2024/40	244
Nordeste	Bahia	2024/41	280
Nordeste	Bahia	2024/42	300
Nordeste	Bahia	2024/43	290
Nordeste	Bahia	2024/44	305
Nordeste	Bahia	2024/45	332
Nordeste	Bahia	2024/46	307
Nordeste	Bahia	2024/47	365
Nordeste	Bahia	2024/48	404
Nordeste	Bahia	2024/49	423
Nordeste	Bahia	2024/50	430
Nordeste	Bahia	2024/51	404
Nordeste	Bahia	2024/52	219
Nordeste	Bahia	2025/01	474
Nordeste	Bahia	2025/02	564
Nordeste	Bahia	2025/03	673
Nordeste	Bahia	2025/04	878
Nordeste	Bahia	2025/05	783
Nordeste	Bahia	2025/06	974
Nordeste	Bahia	2025/07	1.068
Nordeste	Bahia	2025/08	1.100
Nordeste	Bahia	2025/09	921
Nordeste	Bahia	2025/10	971
Nordeste	Bahia	2025/11	1.174
Nordeste	Bahia	2025/12	1.189
Nordeste	Bahia	2025/13	1.209
Nordeste	Bahia	2025/14	1.242
Nordeste	Bahia	2025/15	1.165
Nordeste	Bahia	2025/16	966
Nordeste	Bahia	2025/17	1.336
Nordeste	Bahia	2025/18	1.095
Nordeste	Bahia	2025/19	1.006
Nordeste	Bahia	2025/20	764
Nordeste	Alagoas	2024/01	65
Nordeste	Alagoas	2024/02	59
Nordeste	Alagoas	2024/03	60
Nordeste	Alagoas	2024/04	68
Nordeste	Alagoas	2024/05	117
Nordeste	Alagoas	2024/06	143
Nordeste	Alagoas	2024/07	252
Nordeste	Alagoas	2024/08	503
Nordeste	Alagoas	2024/09	559
Nordeste	Alagoas	2024/10	511
Nordeste	Alagoas	2024/11	522
Nordeste	Alagoas	2024/12	552
Nordeste	Alagoas	2024/13	433
Nordeste	Alagoas	2024/14	478
Nordeste	Alagoas	2024/15	567
Nordeste	Alagoas	2024/16	531
Nordeste	Alagoas	2024/17	509
Nordeste	Alagoas	2024/18	537
Nordeste	Alagoas	2024/19	530
Nordeste	Alagoas	2024/20	592
Nordeste	Alagoas	2024/21	541
Nordeste	Alagoas	2024/22	554
Nordeste	Alagoas	2024/23	590
Nordeste	Alagoas	2024/24	715
Nordeste	Alagoas	2024/25	719
Nordeste	Alagoas	2024/26	596
Nordeste	Alagoas	2024/27	728
Nordeste	Alagoas	2024/28	780
Nordeste	Alagoas	2024/29	653
Nordeste	Alagoas	2024/30	632
Nordeste	Alagoas	2024/31	461
Nordeste	Alagoas	2024/32	424
Nordeste	Alagoas	2024/33	396
Nordeste	Alagoas	2024/34	306
Nordeste	Alagoas	2024/35	299
Nordeste	Alagoas	2024/36	246
Nordeste	Alagoas	2024/37	236
Nordeste	Alagoas	2024/38	236
Nordeste	Alagoas	2024/39	177
Nordeste	Alagoas	2024/40	152
Nordeste	Alagoas	2024/41	134
Nordeste	Alagoas	2024/42	117
Nordeste	Alagoas	2024/43	98
Nordeste	Alagoas	2024/44	99
Nordeste	Alagoas	2024/45	88
Nordeste	Alagoas	2024/46	72
Nordeste	Alagoas	2024/47	68
Nordeste	Alagoas	2024/48	51
Nordeste	Alagoas	2024/49	56
Nordeste	Alagoas	2024/50	53
Nordeste	Alagoas	2024/51	53
Nordeste	Alagoas	2024/52	36
Nordeste	Alagoas	2025/01	63
Nordeste	Alagoas	2025/02	71
Nordeste	Alagoas	2025/03	57
Nordeste	Alagoas	2025/04	44
Nordeste	Alagoas	2025/05	57
Nordeste	Alagoas	2025/06	78
Nordeste	Alagoas	2025/07	83
Nordeste	Alagoas	2025/08	84
Nordeste	Alagoas	2025/09	68
Nordeste	Alagoas	2025/10	66
Nordeste	Alagoas	2025/11	80
Nordeste	Alagoas	2025/12	105
Nordeste	Alagoas	2025/13	176
Nordeste	Alagoas	2025/14	150
Nordeste	Alagoas	2025/15	134
Nordeste	Alagoas	2025/16	147
Nordeste	Alagoas	2025/17	223
Nordeste	Alagoas	2025/18	165
Nordeste	Alagoas	2025/19	140
Nordeste	Alagoas	2025/20	95
Centro-Oeste	Mato Grosso Do Sul	2024/01	200
Centro-Oeste	Mato Grosso Do Sul	2024/02	268
Centro-Oeste	Mato Grosso Do Sul	2024/03	390
Centro-Oeste	Mato Grosso Do Sul	2024/04	475
Centro-Oeste	Mato Grosso Do Sul	2024/05	453
Centro-Oeste	Mato Grosso Do Sul	2024/06	563
Centro-Oeste	Mato Grosso Do Sul	2024/07	815
Centro-Oeste	Mato Grosso Do Sul	2024/08	817
Centro-Oeste	Mato Grosso Do Sul	2024/09	865
Centro-Oeste	Mato Grosso Do Sul	2024/10	1.018
Centro-Oeste	Mato Grosso Do Sul	2024/11	1.186
Centro-Oeste	Mato Grosso Do Sul	2024/12	1.183
Centro-Oeste	Mato Grosso Do Sul	2024/13	1.007
Centro-Oeste	Mato Grosso Do Sul	2024/14	1.073
Centro-Oeste	Mato Grosso Do Sul	2024/15	1.158
Centro-Oeste	Mato Grosso Do Sul	2024/16	948
Centro-Oeste	Mato Grosso Do Sul	2024/17	925
Centro-Oeste	Mato Grosso Do Sul	2024/18	965
Centro-Oeste	Mato Grosso Do Sul	2024/19	1.034
Centro-Oeste	Mato Grosso Do Sul	2024/20	872
Centro-Oeste	Mato Grosso Do Sul	2024/21	499
Centro-Oeste	Mato Grosso Do Sul	2024/22	276
Centro-Oeste	Mato Grosso Do Sul	2024/23	235
Centro-Oeste	Mato Grosso Do Sul	2024/24	326
Centro-Oeste	Mato Grosso Do Sul	2024/25	242
Centro-Oeste	Mato Grosso Do Sul	2024/26	139
Centro-Oeste	Mato Grosso Do Sul	2024/27	83
Centro-Oeste	Mato Grosso Do Sul	2024/28	46
Centro-Oeste	Mato Grosso Do Sul	2024/29	37
Centro-Oeste	Mato Grosso Do Sul	2024/30	43
Centro-Oeste	Mato Grosso Do Sul	2024/31	51
Centro-Oeste	Mato Grosso Do Sul	2024/32	28
Centro-Oeste	Mato Grosso Do Sul	2024/33	27
Centro-Oeste	Mato Grosso Do Sul	2024/34	30
Centro-Oeste	Mato Grosso Do Sul	2024/35	24
Centro-Oeste	Mato Grosso Do Sul	2024/36	16
Centro-Oeste	Mato Grosso Do Sul	2024/37	23
Centro-Oeste	Mato Grosso Do Sul	2024/38	40
Centro-Oeste	Mato Grosso Do Sul	2024/39	36
Centro-Oeste	Mato Grosso Do Sul	2024/40	34
Centro-Oeste	Mato Grosso Do Sul	2024/41	37
Centro-Oeste	Mato Grosso Do Sul	2024/42	36
Centro-Oeste	Mato Grosso Do Sul	2024/43	30
Centro-Oeste	Mato Grosso Do Sul	2024/44	38
Centro-Oeste	Mato Grosso Do Sul	2024/45	39
Centro-Oeste	Mato Grosso Do Sul	2024/46	32
Centro-Oeste	Mato Grosso Do Sul	2024/47	40
Centro-Oeste	Mato Grosso Do Sul	2024/48	40
Centro-Oeste	Mato Grosso Do Sul	2024/49	42
Centro-Oeste	Mato Grosso Do Sul	2024/50	73
Centro-Oeste	Mato Grosso Do Sul	2024/51	59
Centro-Oeste	Mato Grosso Do Sul	2024/52	35
Centro-Oeste	Mato Grosso Do Sul	2025/01	135
Centro-Oeste	Mato Grosso Do Sul	2025/02	198
Centro-Oeste	Mato Grosso Do Sul	2025/03	261
Centro-Oeste	Mato Grosso Do Sul	2025/04	268
Centro-Oeste	Mato Grosso Do Sul	2025/05	334
Centro-Oeste	Mato Grosso Do Sul	2025/06	350
Centro-Oeste	Mato Grosso Do Sul	2025/07	408
Centro-Oeste	Mato Grosso Do Sul	2025/08	435
Centro-Oeste	Mato Grosso Do Sul	2025/09	487
Centro-Oeste	Mato Grosso Do Sul	2025/10	590
Centro-Oeste	Mato Grosso Do Sul	2025/11	636
Centro-Oeste	Mato Grosso Do Sul	2025/12	811
Centro-Oeste	Mato Grosso Do Sul	2025/13	795
Centro-Oeste	Mato Grosso Do Sul	2025/14	717
Centro-Oeste	Mato Grosso Do Sul	2025/15	777
Centro-Oeste	Mato Grosso Do Sul	2025/16	794
Centro-Oeste	Mato Grosso Do Sul	2025/17	1.034
Centro-Oeste	Mato Grosso Do Sul	2025/18	1.020
Centro-Oeste	Mato Grosso Do Sul	2025/19	1.163
Centro-Oeste	Mato Grosso Do Sul	2025/20	1.131
Centro-Oeste	Mato Grosso	2024/01	554
Centro-Oeste	Mato Grosso	2024/02	614
Centro-Oeste	Mato Grosso	2024/03	873
Centro-Oeste	Mato Grosso	2024/04	1.028
Centro-Oeste	Mato Grosso	2024/05	1.294
Centro-Oeste	Mato Grosso	2024/06	1.501
Centro-Oeste	Mato Grosso	2024/07	1.644
Centro-Oeste	Mato Grosso	2024/08	1.903
Centro-Oeste	Mato Grosso	2024/09	1.795
Centro-Oeste	Mato Grosso	2024/10	1.551
Centro-Oeste	Mato Grosso	2024/11	1.670
Centro-Oeste	Mato Grosso	2024/12	1.633
Centro-Oeste	Mato Grosso	2024/13	1.329
Centro-Oeste	Mato Grosso	2024/14	1.856
Centro-Oeste	Mato Grosso	2024/15	1.825
Centro-Oeste	Mato Grosso	2024/16	2.056
Centro-Oeste	Mato Grosso	2024/17	2.025
Centro-Oeste	Mato Grosso	2024/18	2.322
Centro-Oeste	Mato Grosso	2024/19	2.269
Centro-Oeste	Mato Grosso	2024/20	1.805
Centro-Oeste	Mato Grosso	2024/21	1.419
Centro-Oeste	Mato Grosso	2024/22	814
Centro-Oeste	Mato Grosso	2024/23	984
Centro-Oeste	Mato Grosso	2024/24	847
Centro-Oeste	Mato Grosso	2024/25	833
Centro-Oeste	Mato Grosso	2024/26	574
Centro-Oeste	Mato Grosso	2024/27	578
Centro-Oeste	Mato Grosso	2024/28	388
Centro-Oeste	Mato Grosso	2024/29	261
Centro-Oeste	Mato Grosso	2024/30	299
Centro-Oeste	Mato Grosso	2024/31	280
Centro-Oeste	Mato Grosso	2024/32	217
Centro-Oeste	Mato Grosso	2024/33	159
Centro-Oeste	Mato Grosso	2024/34	146
Centro-Oeste	Mato Grosso	2024/35	140
Centro-Oeste	Mato Grosso	2024/36	145
Centro-Oeste	Mato Grosso	2024/37	111
Centro-Oeste	Mato Grosso	2024/38	137
Centro-Oeste	Mato Grosso	2024/39	75
Centro-Oeste	Mato Grosso	2024/40	95
Centro-Oeste	Mato Grosso	2024/41	81
Centro-Oeste	Mato Grosso	2024/42	81
Centro-Oeste	Mato Grosso	2024/43	95
Centro-Oeste	Mato Grosso	2024/44	110
Centro-Oeste	Mato Grosso	2024/45	128
Centro-Oeste	Mato Grosso	2024/46	168
Centro-Oeste	Mato Grosso	2024/47	220
Centro-Oeste	Mato Grosso	2024/48	270
Centro-Oeste	Mato Grosso	2024/49	416
Centro-Oeste	Mato Grosso	2024/50	492
Centro-Oeste	Mato Grosso	2024/51	577
Centro-Oeste	Mato Grosso	2024/52	344
Centro-Oeste	Mato Grosso	2025/01	1.011
Centro-Oeste	Mato Grosso	2025/02	1.572
Centro-Oeste	Mato Grosso	2025/03	2.038
Centro-Oeste	Mato Grosso	2025/04	2.183
Centro-Oeste	Mato Grosso	2025/05	1.967
Centro-Oeste	Mato Grosso	2025/06	1.782
Centro-Oeste	Mato Grosso	2025/07	1.761
Centro-Oeste	Mato Grosso	2025/08	1.636
Centro-Oeste	Mato Grosso	2025/09	1.117
Centro-Oeste	Mato Grosso	2025/10	1.142
Centro-Oeste	Mato Grosso	2025/11	1.123
Centro-Oeste	Mato Grosso	2025/12	1.036
Centro-Oeste	Mato Grosso	2025/13	1.106
Centro-Oeste	Mato Grosso	2025/14	1.148
Centro-Oeste	Mato Grosso	2025/15	1.276
Centro-Oeste	Mato Grosso	2025/16	1.115
Centro-Oeste	Mato Grosso	2025/17	1.319
Centro-Oeste	Mato Grosso	2025/18	1.132
Centro-Oeste	Mato Grosso	2025/19	1.276
Centro-Oeste	Mato Grosso	2025/20	1.099
Centro-Oeste	Goias	2024/01	3.527
Centro-Oeste	Goias	2024/02	3.898
Centro-Oeste	Goias	2024/03	5.140
Centro-Oeste	Goias	2024/04	7.910
Centro-Oeste	Goias	2024/05	11.660
Centro-Oeste	Goias	2024/06	13.188
Centro-Oeste	Goias	2024/07	14.999
Centro-Oeste	Goias	2024/08	17.267
Centro-Oeste	Goias	2024/09	17.801
Centro-Oeste	Goias	2024/10	17.399
Centro-Oeste	Goias	2024/11	18.424
Centro-Oeste	Goias	2024/12	17.810
Centro-Oeste	Goias	2024/13	14.491
Centro-Oeste	Goias	2024/14	17.710
Centro-Oeste	Goias	2024/15	18.162
Centro-Oeste	Goias	2024/16	18.201
Centro-Oeste	Goias	2024/17	16.493
Centro-Oeste	Goias	2024/18	15.880
Centro-Oeste	Goias	2024/19	14.183
Centro-Oeste	Goias	2024/20	11.539
Centro-Oeste	Goias	2024/21	9.013
Centro-Oeste	Goias	2024/22	6.214
Centro-Oeste	Goias	2024/23	5.237
Centro-Oeste	Goias	2024/24	4.414
Centro-Oeste	Goias	2024/25	3.268
Centro-Oeste	Goias	2024/26	2.531
Centro-Oeste	Goias	2024/27	2.324
Centro-Oeste	Goias	2024/28	1.656
Centro-Oeste	Goias	2024/29	1.301
Centro-Oeste	Goias	2024/30	1.220
Centro-Oeste	Goias	2024/31	1.263
Centro-Oeste	Goias	2024/32	983
Centro-Oeste	Goias	2024/33	940
Centro-Oeste	Goias	2024/34	851
Centro-Oeste	Goias	2024/35	735
Centro-Oeste	Goias	2024/36	747
Centro-Oeste	Goias	2024/37	749
Centro-Oeste	Goias	2024/38	666
Centro-Oeste	Goias	2024/39	569
Centro-Oeste	Goias	2024/40	578
Centro-Oeste	Goias	2024/41	642
Centro-Oeste	Goias	2024/42	644
Centro-Oeste	Goias	2024/43	775
Centro-Oeste	Goias	2024/44	889
Centro-Oeste	Goias	2024/45	991
Centro-Oeste	Goias	2024/46	1.139
Centro-Oeste	Goias	2024/47	1.489
Centro-Oeste	Goias	2024/48	1.508
Centro-Oeste	Goias	2024/49	1.748
Centro-Oeste	Goias	2024/50	1.592
Centro-Oeste	Goias	2024/51	1.351
Centro-Oeste	Goias	2024/52	657
Centro-Oeste	Goias	2025/01	1.703
Centro-Oeste	Goias	2025/02	2.456
Centro-Oeste	Goias	2025/03	2.491
Centro-Oeste	Goias	2025/04	3.161
Centro-Oeste	Goias	2025/05	3.622
Centro-Oeste	Goias	2025/06	3.849
Centro-Oeste	Goias	2025/07	4.025
Centro-Oeste	Goias	2025/08	3.850
Centro-Oeste	Goias	2025/09	3.367
Centro-Oeste	Goias	2025/10	3.285
Centro-Oeste	Goias	2025/11	3.685
Centro-Oeste	Goias	2025/12	3.547
Centro-Oeste	Goias	2025/13	3.660
Centro-Oeste	Goias	2025/14	3.841
Centro-Oeste	Goias	2025/15	3.626
Centro-Oeste	Goias	2025/16	3.602
Centro-Oeste	Goias	2025/17	4.343
Centro-Oeste	Goias	2025/18	4.107
Centro-Oeste	Goias	2025/19	4.027
Centro-Oeste	Goias	2025/20	2.433
Centro-Oeste	Distrito Federal	2024/01	8.232
Centro-Oeste	Distrito Federal	2024/02	8.502
Centro-Oeste	Distrito Federal	2024/03	12.759
Centro-Oeste	Distrito Federal	2024/04	18.867
Centro-Oeste	Distrito Federal	2024/05	22.124
Centro-Oeste	Distrito Federal	2024/06	21.655
Centro-Oeste	Distrito Federal	2024/07	21.443
Centro-Oeste	Distrito Federal	2024/08	23.123
Centro-Oeste	Distrito Federal	2024/09	21.757
Centro-Oeste	Distrito Federal	2024/10	19.022
Centro-Oeste	Distrito Federal	2024/11	17.135
Centro-Oeste	Distrito Federal	2024/12	15.291
Centro-Oeste	Distrito Federal	2024/13	10.206
Centro-Oeste	Distrito Federal	2024/14	10.447
Centro-Oeste	Distrito Federal	2024/15	9.485
Centro-Oeste	Distrito Federal	2024/16	7.331
Centro-Oeste	Distrito Federal	2024/17	5.512
Centro-Oeste	Distrito Federal	2024/18	4.332
Centro-Oeste	Distrito Federal	2024/19	3.580
Centro-Oeste	Distrito Federal	2024/20	3.126
Centro-Oeste	Distrito Federal	2024/21	2.758
Centro-Oeste	Distrito Federal	2024/22	1.955
Centro-Oeste	Distrito Federal	2024/23	1.339
Centro-Oeste	Distrito Federal	2024/24	851
Centro-Oeste	Distrito Federal	2024/25	567
Centro-Oeste	Distrito Federal	2024/26	286
Centro-Oeste	Distrito Federal	2024/27	328
Centro-Oeste	Distrito Federal	2024/28	283
Centro-Oeste	Distrito Federal	2024/29	208
Centro-Oeste	Distrito Federal	2024/30	212
Centro-Oeste	Distrito Federal	2024/31	241
Centro-Oeste	Distrito Federal	2024/32	229
Centro-Oeste	Distrito Federal	2024/33	250
Centro-Oeste	Distrito Federal	2024/34	220
Centro-Oeste	Distrito Federal	2024/35	184
Centro-Oeste	Distrito Federal	2024/36	175
Centro-Oeste	Distrito Federal	2024/37	187
Centro-Oeste	Distrito Federal	2024/38	173
Centro-Oeste	Distrito Federal	2024/39	197
Centro-Oeste	Distrito Federal	2024/40	181
Centro-Oeste	Distrito Federal	2024/41	168
Centro-Oeste	Distrito Federal	2024/42	155
Centro-Oeste	Distrito Federal	2024/43	202
Centro-Oeste	Distrito Federal	2024/44	239
Centro-Oeste	Distrito Federal	2024/45	334
Centro-Oeste	Distrito Federal	2024/46	316
Centro-Oeste	Distrito Federal	2024/47	472
Centro-Oeste	Distrito Federal	2024/48	359
Centro-Oeste	Distrito Federal	2024/49	403
Centro-Oeste	Distrito Federal	2024/50	336
Centro-Oeste	Distrito Federal	2024/51	298
Centro-Oeste	Distrito Federal	2024/52	143
Centro-Oeste	Distrito Federal	2025/01	291
Centro-Oeste	Distrito Federal	2025/02	329
Centro-Oeste	Distrito Federal	2025/03	286
Centro-Oeste	Distrito Federal	2025/04	322
Centro-Oeste	Distrito Federal	2025/05	358
Centro-Oeste	Distrito Federal	2025/06	439
Centro-Oeste	Distrito Federal	2025/07	409
Centro-Oeste	Distrito Federal	2025/08	438
Centro-Oeste	Distrito Federal	2025/09	364
Centro-Oeste	Distrito Federal	2025/10	361
Centro-Oeste	Distrito Federal	2025/11	396
Centro-Oeste	Distrito Federal	2025/12	362
Centro-Oeste	Distrito Federal	2025/13	342
Centro-Oeste	Distrito Federal	2025/14	301
Centro-Oeste	Distrito Federal	2025/15	266
Centro-Oeste	Distrito Federal	2025/16	271
Centro-Oeste	Distrito Federal	2025/17	346
Centro-Oeste	Distrito Federal	2025/18	335
Centro-Oeste	Distrito Federal	2025/19	395
Centro-Oeste	Distrito Federal	2025/20	325
